cluster	model	profile_type	orthogroup	signif_level	signif_fdr	coefficient	pval	species	locus_tag	Length	egg_Description	KO	KO_definition	deepsig_feature	deepsig_start	deepsig_end
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Amblyomma-sculptum	Amblyomma-sculptum_GEEX01006260.1.p1	104	Pogo transposable element with KRAB domain	NA	NA	Chain	1	104
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Amblyomma-sculptum	Amblyomma-sculptum_GEEX01006289.1.p1	148	pogo transposable element with KRAB domain	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	148
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Amblyomma-sculptum	Amblyomma-sculptum_GEEX01008664.1.p1	416	DNA binding	K22594;K11496;K07483;K05090;K06975	pogo transposable element with ZNF domain;centromere protein B;transposase;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];uncharacterized protein	Chain	1	416
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Amblyomma-sculptum	Amblyomma-sculptum_GEEX01012808.1.p1	153	Pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	153
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Amblyomma-sculptum	Amblyomma-sculptum_GEEX01013826.1.p1	115	DNA binding	K22594	pogo transposable element with ZNF domain	Chain	1	115
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Amblyomma-sculptum	Amblyomma-sculptum_GEEX01014023.1.p1	175	DDE superfamily endonuclease	K22594;K11496;K07494	pogo transposable element with ZNF domain;centromere protein B;putative transposase	Chain	1	175
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-andersoni	Dermacentor-andersoni_XP-050043450.1	180	NA	K22594;K07494;K11496	pogo transposable element with ZNF domain;putative transposase;centromere protein B	Chain	1	180
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-andersoni	Dermacentor-andersoni_XP-054928945.1	643	pogo transposable element with KRAB domain	K23209;K23204;K23211;K23207;K23203	DNA transposase THAP9 [EC:2.7.7.-];THAP domain-containing protein 2;THAP domain-containing protein 11;THAP domain-containing protein 6;THAP domain-containing protein 1/3	Chain	1	643
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-silvarum	Dermacentor-silvarum_XP-037568102.1	292	pogo transposable element with KRAB domain	K11496;K22594;K05090;K18154;K14793	centromere protein B;pogo transposable element with ZNF domain;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];regulator of G-protein signaling 2;ribosomal RNA-processing protein 9	Chain	1	292
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-silvarum	Dermacentor-silvarum_XP-037578829.1	174	DDE superfamily endonuclease	K22594;K07494;K01152;K11496	pogo transposable element with ZNF domain;putative transposase;isftu1 transposase;centromere protein B	Chain	1	174
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-silvarum	Dermacentor-silvarum_XP-049511332.1	244	DDE superfamily endonuclease	K22594;K01152;K11496	pogo transposable element with ZNF domain;isftu1 transposase;centromere protein B	Chain	1	244
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01001837.1.p2	107	pogo transposable element with KRAB domain	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	107
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01003285.1.p1	225	Pogo transposable element with KRAB domain	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	225
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01004742.1.p1	120	pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	120
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01005036.1.p2	154	pogo transposable element with KRAB domain	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	154
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01007804.1.p1	122	NA	K22594	pogo transposable element with ZNF domain	Chain	1	122
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01008545.1.p1	418	pogo transposable element with KRAB domain	K22594;K11496;K07483;K05090;K07499	pogo transposable element with ZNF domain;centromere protein B;transposase;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];putative transposase	Chain	1	418
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01010044.1.p1	206	pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	206
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01010480.1.p1	130	pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	130
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01011301.1.p1	304	Pogo transposable element with KRAB domain	K22594;K11496;K13642	pogo transposable element with ZNF domain;centromere protein B;CRP/FNR family transcriptional regulator, transcriptional activator FtrB	Chain	1	304
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01012394.1.p1	116	NA	NA	NA	Chain	1	116
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01014028.1.p1	140	pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	140
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01014083.1.p1	152	Pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	152
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01014159.1.p1	142	pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	142
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01018289.1.p1	152	pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	152
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01023491.1.p1	408	pogo transposable element with KRAB domain	K22594;K11496;K07483;K05090;K07499	pogo transposable element with ZNF domain;centromere protein B;transposase;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];putative transposase	Chain	1	408
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01023496.1.p1	361	pogo transposable element with KRAB domain	K11496;K22594;K07483;K05090;K07499	centromere protein B;pogo transposable element with ZNF domain;transposase;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];putative transposase	Chain	1	361
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01030010.1.p1	107	NA	K25126;K10032	Alphavirus spike glycoprotein E2;C-X-C motif chemokine 13	Chain	1	107
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01031445.1.p1	160	Pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	160
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01032675.1.p1	214	pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	214
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01035283.1.p2	108	NA	NA	NA	Chain	1	108
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01038647.1.p1	121	NA	NA	NA	Chain	1	121
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01038799.1.p1	100	pogo transposable element with KRAB domain	NA	NA	Chain	1	100
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dermacentor-variabilis	Dermacentor-variabilis_GGQS01039264.1.p1	125	NA	K11496;K03903	centromere protein B;fibrinogen alpha chain	Chain	1	125
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dinothrombium-tinctorium	Dinothrombium-tinctorium_tr|A0A3S3RDY2|A0A3S3RDY2-9ACAR	176	NA	K22594;K05919	pogo transposable element with ZNF domain;superoxide reductase [EC:1.15.1.2]	Chain	1	176
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dinothrombium-tinctorium	Dinothrombium-tinctorium_tr|A0A3S3RF04|A0A3S3RF04-9ACAR	352	DNA binding	K11496;K22594;K07483;K17237	centromere protein B;pogo transposable element with ZNF domain;transposase;inositol-phosphate transport system substrate-binding protein	Chain	1	352
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dinothrombium-tinctorium	Dinothrombium-tinctorium_tr|A0A3S3RFI3|A0A3S3RFI3-9ACAR	475	DDE superfamily endonuclease	K22594;K11496;K05090;K11926;K21405	pogo transposable element with ZNF domain;centromere protein B;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];sigma factor-binding protein Crl;sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR	Chain	1	475
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dinothrombium-tinctorium	Dinothrombium-tinctorium_tr|A0A3S4Q3T5|A0A3S4Q3T5-9ACAR	190	DNA binding	K07483;K11496;K21405;K02481;K07713	transposase;centromere protein B;sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR;two-component system, NtrC family, response regulator;two-component system, NtrC family, response regulator HydG	Chain	1	190
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dinothrombium-tinctorium	Dinothrombium-tinctorium_tr|A0A3S4Q850|A0A3S4Q850-9ACAR	277	DDE superfamily endonuclease	K22594	pogo transposable element with ZNF domain	Chain	1	277
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dinothrombium-tinctorium	Dinothrombium-tinctorium_tr|A0A443QCT7|A0A443QCT7-9ACAR	378	pogo transposable element with KRAB domain	K22594;K11496;K05090;K07483;K21405	pogo transposable element with ZNF domain;centromere protein B;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];transposase;sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR	Chain	1	378
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Dinothrombium-tinctorium	Dinothrombium-tinctorium_tr|A0A443RJJ4|A0A443RJJ4-9ACAR	194	pogo transposable element with KRAB domain	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	194
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Galendromus-occidentalis	Galendromus-occidentalis_XP-018494034.1	145	DDE superfamily endonuclease	NA	NA	Chain	1	145
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Galendromus-occidentalis	Galendromus-occidentalis_XP-018494320.1	162	NA	K22594	pogo transposable element with ZNF domain	Chain	1	162
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Galendromus-occidentalis	Galendromus-occidentalis_XP-018495075.1	185	Putative DNA-binding domain in centromere protein B, mouse jerky and transposases.	K22594	pogo transposable element with ZNF domain	Chain	1	185
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Galendromus-occidentalis	Galendromus-occidentalis_XP-018495076.1	214	DDE superfamily endonuclease	K22594	pogo transposable element with ZNF domain	Chain	1	214
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Galendromus-occidentalis	Galendromus-occidentalis_XP-018496538.1	164	DNA binding	NA	NA	Chain	1	164
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Galendromus-occidentalis	Galendromus-occidentalis_XP-018496590.1	234	DDE superfamily endonuclease	K22594	pogo transposable element with ZNF domain	Chain	1	234
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Galendromus-occidentalis	Galendromus-occidentalis_XP-018497548.1	160	Pogo transposable element with KRAB domain	NA	NA	Chain	1	160
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9359856.1	123	NA	K11496;K05090;K01299	centromere protein B;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];carboxypeptidase Taq [EC:3.4.17.19]	Chain	1	123
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9360244.1	182	NA	K22594;K07494;K11496	pogo transposable element with ZNF domain;putative transposase;centromere protein B	Chain	1	182
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9360477.1	371	DNA binding	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	371
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9360501.1	84	NA	NA	NA	Chain	1	84
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9360603.1	72	NA	NA	NA	Chain	1	72
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9361820.1	273	Pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	273
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9361837.1	226	pogo transposable element with KRAB domain	NA	NA	Chain	1	226
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9362302.1	71	NA	K04048	type III secretion protein A	Chain	1	71
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9362856.1	294	DNA binding	K11496;K05090;K02388	centromere protein B;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1];flagellar basal-body rod protein FlgC	Chain	1	294
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9363239.1	169	DNA binding	K11496	centromere protein B	Chain	1	169
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9363240.1	109	NA	NA	NA	Chain	1	109
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9363358.1	281	NA	K11496;K22594	centromere protein B;pogo transposable element with ZNF domain	Chain	1	281
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9364470.1	198	NA	K11496	centromere protein B	Chain	1	198
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9364675.1	85	NA	NA	NA	Chain	1	85
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9364691.1	161	NA	NA	NA	Chain	1	161
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9364692.1	67	NA	NA	NA	Chain	1	67
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9364693.1	83	NA	K22594;K07494	pogo transposable element with ZNF domain;putative transposase	Chain	1	83
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9365917.1	86	NA	NA	NA	Chain	1	86
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9366214.1	180	DNA binding	K22594;K07494;K11496	pogo transposable element with ZNF domain;putative transposase;centromere protein B	Chain	1	180
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9366215.1	117	Pogo transposable element with KRAB domain	K22594	pogo transposable element with ZNF domain	Chain	1	117
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9366623.1	111	NA	NA	NA	Chain	1	111
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9366652.1	155	pogo transposable element with KRAB domain	K11496	centromere protein B	Chain	1	155
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9367054.1	165	DNA binding	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	165
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9367055.1	198	pogo transposable element with KRAB domain	K11496;K05090	centromere protein B;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]	Chain	1	198
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9367056.1	157	NA	NA	NA	Chain	1	157
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9367103.1	128	NA	K11496;K18221	centromere protein B;tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	Chain	1	128
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9368732.1	208	Pogo transposable element with KRAB domain	K22594;K09589	pogo transposable element with ZNF domain;steroid 3-oxidase [EC:1.14.-.-]	Chain	1	208
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9369296.1	66	NA	NA	NA	Signal peptide	1	23
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9370242.1	61	NA	NA	NA	Chain	1	61
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9370502.1	162	Pogo transposable element with KRAB domain	NA	NA	Chain	1	162
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9370920.1	107	Pogo transposable element with KRAB domain	NA	NA	Chain	1	107
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9371000.1	325	DNA binding	K22594;K11496	pogo transposable element with ZNF domain;centromere protein B	Chain	1	325
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9371976.1	125	NA	K11496	centromere protein B	Chain	1	125
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9372222.1	112	DNA binding	K11496	centromere protein B	Chain	1	112
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9372237.1	210	NA	K11496;K05090	centromere protein B;macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]	Chain	1	210
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9372305.1	99	NA	K19856	3-O-methyltransferase [EC:2.1.1.-]	Chain	1	99
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9372476.1	132	NA	K07644;K23771	two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3];protein S100-P	Chain	1	132
cluster_27	speciation	speciation	OG0000079	Yes	No	0.0829062617581106	0.033183273526961	Haemaphysalis-longicornis	Haemaphysalis-longicornis_KAH9373443.1	231	DNA binding	K11496;K07872	centromere protein B;Ras homolog gene family, member F	Chain	1	231
