X1,X2,leiden_cluster_id,infomap_cluster_id,walktrap6_cluster_id,walktrap4_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0000041,-1.56134182824446,-1.91985175456755,11,16,727,828,302,Fatty acid synthase, putative,GO:0004312; GO:0004313; GO:0004315; GO:0004316; GO:0004320; GO:0006633; GO:0008659; GO:0016295; GO:0016296; GO:0019171; GO:0031177; GO:0047117 (212),GO:0004315; GO:0006633 (128)
OG0000042,-2.26626188172652,1.53556903753527,1,15,728,829,303,Phosphatidylinositol transfer protein SEC14, putative,GO:0004252; GO:1902936 (479),GO:1902936 (60)
OG0000043,-1.94080812348677,-3.03463843908064,11,17,729,830,304,Lipase,GO:0006629; GO:0016788 (328),GO:0006629; GO:0016020; GO:0016788 (97)
OG0000044,-1.55664426698042,-0.0727864846204964,1,15,730,831,305,Short-chain dehydrogenase-like protein,GO:0016491 (472),GO:0016020 (46)
OG0000045,0.298975163561567,-0.116279517075941,11,18,731,832,306,Homeobox domain-containing protein,GO:0000981; GO:0003677; GO:0005634 (371),GO:0003677; GO:0005634 (57)
OG0000046,-1.84941894425704,0.290551270582751,1,18,732,833,307,Protein kinase C,GO:0004674; GO:0005524; GO:0006468 (156),GO:0004674; GO:0004698; GO:0005524; GO:0018105; GO:0035556 (68)
OG0000047,-8.96780807389571,3.44399556074388,12,19,733,834,308,Cytochrome P450, putative,GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037 (247),GO:0004497; GO:0005506; GO:0016705; GO:0020037 (128)
OG0000048,-5.17766792191817,2.12501629743822,13,20,734,835,309,Peroxidase,GO:0004601; GO:0006979; GO:0020037; GO:0046872 (293),GO:0004601; GO:0006979; GO:0020037; GO:0046872; GO:0140825 (167)
OG0000049,-1.76823098077132,-1.58341882076018,14,21,735,836,310,Retinol dehydrogenase 11,GO:0016020 (399),GO:0016020; GO:0016630 (98)
OG0000050,-1.73191005601241,-3.32051244821303,11,17,736,837,311,Major facilitator superfamily (MFS) profile domain-containing protein,GO:0016020; GO:0022857 (315),GO:0006820; GO:0016020; GO:0022857 (80)
OG0000051,-8.83516628159834,3.35736760053881,12,19,737,838,312,Chitinase, putative,GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0008061 (438),GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0008061; GO:0016020 (29)
OG0000052,6.70617788420366,0.400935258009508,10,22,738,839,313,None,None,NA
OG0000053,-0.72929794205977,0.400401200392321,1,23,739,840,314,Hexosyltransferase,GO:0000139; GO:0006493; GO:0016020; GO:0016758 (321),GO:0000139; GO:0006486; GO:0016758 (110)
OG0000055,-3.2611396969731,2.68095168028124,15,24,740,841,315,Putative serine carboxypeptidase CPVL-like protein,GO:0004185; GO:0006508 (447),GO:0004185; GO:0006508; GO:0016020 (15)
OG0000056,0.202767544848188,-0.684759531876966,16,25,741,842,316,Tc1-like transposase DDE domain-containing protein,GO:0003676 (462),NA
OG0000057,1.71900468455003,-1.54691324081175,17,26,742,843,317,None,None,NA
OG0000058,-3.44198066605879,3.93635996732958,18,27,743,844,318,Secreted protein, putative (Secreted protein, putative (Fragment)),GO:0004867; GO:0010466 (405),GO:0004867; GO:0010466; GO:0016020 (52)
OG0000059,-0.856969899075762,3.5559144869829,19,28,744,845,319,Ig-like domain-containing protein,GO:0016020 (456),NA
OG0000060,3.2190461693828,0.967612828352526,9,29,745,846,320,Slit1 protein-like,None,NA
OG0000061,2.64314463124917,3.61828431043871,9,30,746,847,321,None,None,NA
OG0000062,-2.98143655671431,0.0657287493730339,5,6,747,848,322,Sodium-coupled monocarboxylate transporter 1,GO:0016020; GO:0022857 (410),GO:0005840; GO:0016020; GO:0022857; GO:1990904 (31)
OG0000063,-0.338933771985308,0.666652525999621,1,31,748,849,323,Kinesin-like protein,GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017 (142),GO:0003777; GO:0005524; GO:0007018; GO:0008017; GO:0015630 (126)
OG0000064,-1.8120749653752,0.164253081419543,1,32,749,850,324,Fork-head domain-containing protein,GO:0003700; GO:0005634; GO:0043565 (275),GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0009653; GO:0030154 (42)
OG0000065,4.30816262350725,-0.381451760194227,20,33,750,851,325,None,None,NA
OG0000067,1.2957770167415,0.125335539915636,21,34,751,852,326,Cadherin domain-containing protein,GO:0005509; GO:0005886; GO:0007156 (229),GO:0001736; GO:0004022; GO:0004714; GO:0005509; GO:0005886; GO:0007156; GO:0007163; GO:0016043; GO:0098609 (63)
OG0000068,-4.28339559449507,1.02336295995958,22,35,752,853,327,Ionotropic glutamate receptor C-terminal domain-containing protein,GO:0015276; GO:0016020 (244),GO:0004970; GO:0005886 (109)
OG0000069,-2.00498325242354,-0.899345074555799,16,36,753,854,328,Heat shock protein, putative,GO:0005524; GO:0140662 (95),GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016887; GO:0031072; GO:0032440; GO:0042026; GO:0044183; GO:0051085; GO:0140662 (94)
OG0000070,-2.96921951188399,-4.38976803865187,23,37,754,855,329,glutathione transferase,GO:0004364 (395),GO:0004364; GO:0042802 (18)
OG0000071,-1.62041789902999,-2.81174812164061,24,38,755,856,330,Histone-lysine N-methyltransferase SETMAR,GO:0003676; GO:0008168; GO:0032259 (409),GO:0003676 (3)
OG0000073,-0.831535166638628,5.46875723753221,25,27,756,857,331,Dehydrogenase, putative,GO:0004745; GO:0008202; GO:0016020; GO:0016491; GO:0043231 (175),GO:0016491 (130)
OG0000074,6.75541751967119,0.681255902388171,26,39,757,858,332,Myosin motor domain-containing protein,GO:0000146; GO:0005524; GO:0005737; GO:0005886; GO:0005902; GO:0007015; GO:0015629; GO:0016459; GO:0030050; GO:0031982; GO:0051015 (86),GO:0003774; GO:0003779; GO:0005524; GO:0005737; GO:0016459 (68)
OG0000075,-2.13551122559859,0.371341551878527,1,40,758,859,333,G-protein coupled receptors family 1 profile domain-containing protein,GO:0004715; GO:0004993; GO:0007187; GO:0007268; GO:0016020; GO:0030425; GO:0030594; GO:0045202 (98),GO:0004930; GO:0016020 (92)
OG0000077,-0.378622120755449,-1.08674267377608,19,41,759,860,334,ABC transporter, putative,GO:0005524; GO:0005886; GO:0016887; GO:0042626; GO:0055085; GO:0140359 (165),GO:0005524; GO:0016020; GO:0016887; GO:0140359 (141)
OG0000078,-1.01130611314131,-3.1934295042967,1,42,760,861,335,Glutathione S-transferase 1: isoform D-like protein,GO:0016740 (359),GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037 (38)
OG0000079,4.87936967001604,-0.208701525590345,27,43,761,862,336,Pogo transposable element with KRAB domain-like protein,None,NA
OG0000080,3.46666865931199,-2.05498458888285,9,44,762,863,337,Beta-ketoacyl-ACP reductase, putative,GO:0004316 (274),GO:0016491 (86)
OG0000081,-1.00180465592696,0.452538098433092,1,45,763,864,338,Polypeptide N-acetylgalactosaminyltransferase,GO:0000139; GO:0006486; GO:0016757; GO:0030246 (149),GO:0000139; GO:0004653; GO:0005794; GO:0006493; GO:0030246 (131)
OG0000082,-1.10306984795882,2.90462550077684,28,46,764,865,339,Endonuclease/exonuclease/phosphatase domain-containing protein,GO:0003824 (389),NA
OG0000083,0.862112694842085,-4.42405048455946,4,5,765,866,340,Guanylate cyclase,GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0006468; GO:0016020; GO:0035556 (50),GO:0004383; GO:0004672; GO:0005524; GO:0006468; GO:0006935; GO:0007635; GO:0010038; GO:0016020; GO:0035556 (45)
OG0000084,-4.31644946946456,-0.839883957765028,14,47,766,867,341,Caspase family p20 domain-containing protein,GO:0004197; GO:0006508; GO:0016020; GO:0022857 (159),GO:0008643; GO:0016020 (92)
OG0000085,-5.11225301637007,0.568872536757067,22,48,767,868,342,Secreted protein, putative (Secreted protein, putative (Fragment)),GO:0005886; GO:0007155; GO:0007411 (303),GO:0005886; GO:0007156; GO:0007411; GO:0030424; GO:0070593; GO:0098632 (77)
OG0000086,-9.20146877183272,3.08898028288133,12,19,768,869,343,Neuronal acetylcholine receptor subunit alpha-7-like,GO:0004888; GO:0022848; GO:0045211 (202),GO:0004888; GO:0022848; GO:0043005; GO:0045202; GO:0045211 (96)
OG0000087,-0.0526321591313037,1.41436013136156,9,49,769,870,344,Solute carrier organic anion transporter family member,GO:0005886; GO:0006811; GO:0055085 (154),GO:0005886; GO:0006811; GO:0015347; GO:0043252 (99)
OG0000089,-1.81564766778304,-2.7325168892359,29,50,770,871,345,Sulfatase N-terminal domain-containing protein,GO:0016020 (371),NA
OG0000091,-1.16107446564986,-1.51087072934858,10,51,771,872,346,EGF-like domain-containing protein,GO:0006897; GO:0016020 (135),GO:0005509; GO:0006897; GO:0016020 (127)
OG0000092,-0.177418774503008,0.897787179091051,16,49,772,873,347,Der-p2-like allergen,GO:0015918; GO:0032934 (290),GO:0005576; GO:0015918; GO:0032367; GO:0032934 (51)
OG0000093,-1.0159311951573,0.159541930296496,1,15,773,874,348,Pyruvate phosphate dikinase AMP/ATP-binding domain-containing protein,GO:0005524; GO:0016301; GO:0016310 (167),GO:0016310; GO:0016772 (142)
OG0000094,-7.6499188603337,2.36972102079637,11,52,774,875,349,Tyrosine-protein kinase,GO:0002009; GO:0004715; GO:0005524; GO:0006468; GO:0009887; GO:0048468; GO:0065008 (93),GO:0002009; GO:0004715; GO:0005524; GO:0005576; GO:0005886; GO:0006468; GO:0006887; GO:0044218; GO:0044231; GO:0065008; GO:0090729 (55)
OG0000095,-2.28392679108931,2.10124310407884,30,4,775,876,350,Cuticle protein 16.8-like,GO:0042302 (353),NA
OG0000096,-1.45846182717635,0.0862093821550163,1,18,776,877,351,Transcription factor, putative,GO:0003700; GO:0005634; GO:0007423; GO:0045944; GO:0046983; GO:0048663; GO:0061564; GO:0070888 (250),GO:0046983 (75)
OG0000097,-1.34856492890669,1.12517556104906,1,53,777,878,352,Fucosyltransferase,GO:0006486; GO:0008417; GO:0032580; GO:0036065 (135),GO:0006486; GO:0017060; GO:0032580; GO:0036065; GO:0046920 (102)
OG0000098,-4.61883003129317,-0.661006127259657,14,54,778,879,353,None,None,NA
OG0000099,-0.84036070718123,-3.87623468484633,31,55,779,880,354,Innexin,GO:0005886; GO:0005921; GO:0006811 (179),GO:0005243; GO:0005886; GO:0005921; GO:0006811; GO:0007602 (116)
OG0000100,-6.08373004807784,0.899892891981676,22,56,780,881,355,dolichyl-phosphate-mannose--protein mannosyltransferase,GO:0004169; GO:0005783; GO:0016020 (239),GO:0000030; GO:0004169; GO:0005789; GO:0035269 (28)
OG0000101,-0.751382893460527,0.200567330458239,1,57,781,882,356,Epithelial chloride channel protein-like protein,GO:0016020 (190),GO:0005576; GO:0016298 (152)
OG0000102,-5.11343986405684,1.98550757322557,13,58,782,883,357,Cathepsin L,GO:0006508; GO:0008234 (321),GO:0004197; GO:0005615; GO:0006955; GO:0008656; GO:0010952; GO:0051603; GO:2001235 (18)
OG0000103,-0.84092599763228,5.6543670550371,25,59,783,884,358,Retinal dehydrogenase 1-like,GO:0016620 (225),GO:0006730; GO:0009058; GO:0009258; GO:0016155; GO:0016620; GO:0016742 (88)
OG0000104,5.74699752913164,-0.0132452591871468,27,60,784,885,359,RNA-directed DNA polymerase,GO:0003676; GO:0015074 (335),NA
OG0000105,2.13354225964592,0.559784974196032,14,13,785,886,360,CCHC-type domain-containing protein,GO:0003676; GO:0004190; GO:0006508; GO:0008270 (279),GO:0003676; GO:0008270 (55)
OG0000106,-0.79155403985335,5.61462601576097,25,61,786,887,361,RNA helicase,GO:0004386; GO:0005524; GO:0016787 (72),GO:0003676; GO:0004386; GO:0005524; GO:0016787 (68)
OG0000107,-4.32071954621626,-0.46011725511305,14,62,787,888,362,Fatty acyl-CoA reductase,GO:0005777; GO:0035336; GO:0080019; GO:0102965 (130),GO:0080019; GO:0102965; GO:1901568 (79)
OG0000108,-1.77957612885787,0.411210383513049,1,53,788,889,363,Cdc42 protein, putative,GO:0003006; GO:0003924; GO:0005525; GO:0007264; GO:0022412; GO:0035006; GO:0035099 (149),GO:0003006; GO:0003924; GO:0004767; GO:0005525; GO:0005886; GO:0007015; GO:0007165; GO:0007264; GO:0019901; GO:0022412; GO:0035006; GO:0035099 (68)
OG0000109,3.49546032534288,4.45513543043382,9,63,789,890,364,None,None,NA
OG0000110,-2.23319465531661,-0.238799248597547,1,64,790,891,365,Kelch-like protein diablo,GO:0003779; GO:0016567 (285),GO:0003779 (42)
OG0000111,0.0783993540828076,1.77034100446947,20,12,791,892,366,Fibroleukin-like,None,NA
OG0000112,-2.32238656892134,-2.09146225895636,1,42,792,893,367,HMG box domain-containing protein,GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0009653; GO:0030154; GO:0032440 (128),GO:0003677; GO:0005634 (114)
OG0000113,-5.1656921566899,0.448877657988146,12,65,793,894,368,Lipase, putative,GO:0004806; GO:0005615; GO:0016042; GO:0016298 (133),GO:0005576; GO:0006629; GO:0016298; GO:0046872; GO:0052689 (50)
OG0000114,-0.795127695935503,5.60603007231005,25,59,794,895,369,MADF domain-containing protein,GO:0003677; GO:0005634; GO:0005667; GO:0006351; GO:0006357 (281),GO:0003677; GO:0005634; GO:0006351; GO:0006355 (40)
OG0000115,-2.21107799424483,-2.15661143209688,11,66,795,896,370,C2H2-type domain-containing protein,GO:0000978; GO:0000981; GO:0006357 (320),NA
OG0000116,-1.29061729325606,-3.18829033221953,19,67,796,897,371,Fatty acid desaturase domain-containing protein,GO:0006633; GO:0016020; GO:0016717; GO:0046872 (136),GO:0004768; GO:0005506; GO:0005789; GO:0006636 (104)
OG0000117,-1.72397977723433,-3.34750596132033,32,68,797,898,372,Scavenger receptor class B type I, putative,GO:0016020 (294),GO:0005044; GO:0005737; GO:0016020 (14)
OG0000118,-0.876823967831865,-0.826882396600172,19,69,798,899,373,ABC transporter domain-containing protein,GO:0005524; GO:0016887; GO:0043190; GO:0140359 (100),GO:0043190; GO:0140359 (75)
OG0000119,5.68113654242204,-1.39993820037596,33,12,799,900,374,RNA helicase,GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0016787; GO:1990904 (165),GO:0003676; GO:0003724; GO:0005524; GO:0016787; GO:0043229 (59)
OG0000121,-3.09851104630782,1.96802576933153,34,70,800,901,375,Large neutral amino acids transporter small subunit 2-like protein,GO:0016020; GO:0022857 (310),NA
OG0000122,6.55501430617021,0.786171521284655,26,71,801,902,376,G-protein coupled receptors family 2 profile 2 domain-containing protein,GO:0004930; GO:0007166; GO:0016020 (300),GO:0004930; GO:0005886; GO:0005921; GO:0006811; GO:0007166 (6)
OG0000123,-3.73129684342696,3.78402146253832,18,72,802,903,377,None,None,NA
OG0000124,6.32643573866533,0.792090024092272,10,73,803,904,378,Flavin-containing monooxygenase,GO:0004497; GO:0004499; GO:0005789; GO:0006629; GO:0016174; GO:0047822; GO:0050660; GO:0050661 (124),GO:0004499; GO:0005789; GO:0006629; GO:0050660; GO:0050661 (50)
OG0000125,-2.30892497910811,-2.83705178346388,35,74,804,905,379,ATP-dependent DNA helicase,GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016787 (252),GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016887 (56)
OG0000126,-8.90849525346114,3.35920866880663,12,19,805,906,380,Transmembrane protein 188,GO:0005737; GO:0006629; GO:0031965; GO:0035307; GO:0071595 (180),GO:0006631; GO:0016491; GO:0031956 (126)
OG0000127,-8.85929614915205,3.35287341032274,12,19,806,907,381,Long chain fatty acid CoA ligase, putative,GO:0001676; GO:0005783; GO:0005811; GO:0005886; GO:0030182; GO:0035336; GO:0090433 (182),GO:0016020; GO:0016874 (112)
OG0000128,-2.21237308396651,2.07068213377245,30,4,807,908,382,Translation initiation factor 2C-like,GO:0003743; GO:0061980 (259),GO:0008270; GO:0061980 (31)
OG0000129,-10.1306422413762,1.67632874403246,7,8,808,909,383,RNA-dependent RNA polymerase,GO:0003723; GO:0003968; GO:0030422; GO:0031380 (243),GO:0003723; GO:0003968; GO:0031047 (58)
OG0000130,-2.12761575593306,-3.75867513265364,36,75,809,910,384,Aminopeptidase,GO:0004177; GO:0006508; GO:0008237; GO:0008270 (127),GO:0004177; GO:0006508; GO:0008237; GO:0008270; GO:0016020 (55)
OG0000131,-0.927072829144731,5.63506468687303,25,59,810,911,385,adenylate cyclase,GO:0009190; GO:0009975; GO:0016020; GO:0016849; GO:0035556 (75),GO:0004016; GO:0005524; GO:0009190; GO:0016020; GO:0035556; GO:0046872 (74)
OG0000132,-2.59187871827437,-0.617214117906019,5,6,811,912,386,Major facilitator superfamily (MFS) profile domain-containing protein,GO:0016020; GO:0022857 (153),GO:0016020 (138)
OG0000133,3.28028421984361,-1.73709390010588,30,76,812,913,387,Secreted protein,None,NA
OG0000134,-2.55529052628829,1.52242549810655,19,77,813,914,388,BTB domain-containing protein,None,NA
OG0000135,-1.1257432164128,-3.21760967817061,37,55,814,915,389,Chitin-binding type-2 domain-containing protein,GO:0005975 (99),GO:0005576; GO:0005975; GO:0008061; GO:0016810 (81)
OG0000136,-1.85544998063399,0.00344547186143718,1,78,815,916,390,AAA+ ATPase domain-containing protein,GO:0000502; GO:0005524; GO:0005737; GO:0016887; GO:0030163; GO:0036402 (148),GO:0000502; GO:0005524; GO:0005737; GO:0006508; GO:0008233; GO:0016887; GO:0030163; GO:0036402 (133)
OG0000137,-2.40456230058028,0.374310816862658,1,9,816,917,391,Degenerin del-1-like,GO:0005272; GO:0016020 (262),GO:0016020 (28)
OG0000138,-2.75592357529952,-0.739659343621656,38,79,817,918,392,Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporter, putative (Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporter, putative (Fragment)),GO:0015137; GO:0015141; GO:0015746; GO:0016020 (161),GO:0016020; GO:1901702 (125)
OG0000139,2.46896808729814,1.29494317922838,9,13,818,919,393,Low-density lipoprotein receptor, putative,GO:0004222; GO:0004252; GO:0016020 (256),GO:0016020; GO:0046872 (17)
OG0000140,-3.61041051759078,-2.12894984032862,39,80,819,920,394,G-protein coupled receptors family 3 profile domain-containing protein,GO:0004930; GO:0005886 (233),GO:0001640; GO:0007216; GO:0051966; GO:0098839; GO:0099530; GO:0099583 (44)
OG0000141,-1.72392899407698,0.894074763395861,1,81,820,921,395,Lachesin-like protein,GO:0016020 (282),NA
OG0000142,6.25956838713334,-0.383880887887403,1,82,821,922,396,Fatty-acid amide hydrolase 2-like protein,GO:0016787 (272),GO:0016740 (9)
OG0000143,5.94766300306962,-1.21565130796187,40,83,822,923,397,None,None,NA
OG0000144,3.16682791100191,1.4167269125963,9,84,823,924,398,Beta-galactosidase,GO:0004565; GO:0005764; GO:0005975 (134),GO:0004565; GO:0005764; GO:0005773; GO:0005975 (68)
OG0000145,-1.44702345742537,-0.0982343300794808,1,15,824,925,399,Metalloendopeptidase,GO:0004222; GO:0006508; GO:0008270 (267),GO:0004222; GO:0006508 (5)
OG0000146,-1.59575302018477,3.30177649412401,41,85,825,926,400,Ig-like domain-containing protein,GO:0032589; GO:0050808 (242),GO:0016020 (30)
OG0000147,-3.05379659547164,0.857200230696276,1,86,826,927,401,T-box domain-containing protein,GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0045893 (147),GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0006357; GO:0045893 (77)
OG0000148,-4.32972986115767,-0.684506569764539,14,62,827,928,402,Transporter, putative,GO:0005886; GO:0016020; GO:0022857; GO:0032440; GO:0051119; GO:0055085 (105),GO:0005886; GO:0016020; GO:0022857; GO:0051119; GO:0055085 (93)
OG0000149,-3.75630552186324,1.56888040457018,6,87,828,929,403,5' nucleotidase, putative,GO:0000166; GO:0005886; GO:0006196; GO:0008253; GO:0046872; GO:0106411 (212),GO:0000166; GO:0008252; GO:0009166; GO:0016020; GO:0046872 (22)
OG0000150,-2.73357278718306,-2.39550618525498,1,88,829,930,404,P-type domain-containing protein,GO:0005975; GO:0016020; GO:0030246; GO:0090599 (249),GO:0004553; GO:0005975 (18)
OG0000151,-1.41488963975264,-0.761106644532606,1,89,830,931,405,EamA domain-containing protein,GO:0016020 (272),GO:0005886; GO:0005921; GO:0006811 (1)
OG0000152,-2.35232908143355,0.633171643354967,1,40,831,932,406,Choline/carnitine acyltransferase domain-containing protein,GO:0006635; GO:0016746 (152),GO:0004102; GO:0005737; GO:0007274; GO:0008292; GO:0043005; GO:0045202 (44)
OG0000153,6.96177166090654,-0.140885506532118,10,90,832,933,407,None,None,NA
OG0000154,3.33132558451341,-4.6526946171736,42,91,833,934,408,Paired box protein pax2.1, putative,GO:0003677; GO:0005634; GO:0006355 (138),GO:0000981; GO:0003677; GO:0005634; GO:0048856 (105)
OG0000155,-4.39746362580611,0.924480761625841,22,92,834,935,409,Peptidase inhibitor 15,GO:0005576 (271),NA
OG0000157,4.23197858915971,-0.317733679673597,16,93,835,936,410,None,None,NA
OG0000158,-0.86719495667769,1.64629229460008,1,6,836,937,411,Latrophilin Cirl,GO:0004930; GO:0007166; GO:0016020; GO:0030246 (134),GO:0004930; GO:0007166; GO:0007189; GO:0016020 (84)
OG0000159,-1.94662362946822,2.20091208372362,9,29,837,938,412,Cuticular protein, putative,GO:0005576; GO:0008061; GO:0016020 (217),GO:0005576; GO:0008061 (49)
OG0000160,3.64428442106889,0.452621306517199,20,76,838,939,413,Cell death protein 3-like protein,GO:0004197; GO:0006508; GO:0019222; GO:0043067 (113),GO:0005737; GO:0006508; GO:0019222; GO:0042981; GO:0097194; GO:0097200 (65)
OG0000161,4.32613962279008,-1.43413368310682,43,94,839,940,414,Putative nuclease HARBI1 (Harbinger transposase-derived nuclease),GO:0005634; GO:0005737; GO:0016787; GO:0046872 (256),GO:0046872 (7)
OG0000163,-9.35123283280684,2.41655215177782,7,10,840,941,415,Chitin-binding type-2 domain-containing protein,GO:0005576; GO:0008061 (262),NA
OG0000164,-4.50933200730635,1.27769597921617,22,12,841,942,416,Protein Wnt,GO:0005102; GO:0005576; GO:0016055; GO:0048699 (166),GO:0005109; GO:0005125; GO:0005615; GO:0030182; GO:0045165; GO:0060070 (69)
OG0000165,-3.41288549317671,1.79766568098314,34,95,842,943,417,LIM zinc-binding domain-containing protein,GO:0046872 (118),GO:0000981; GO:0003677; GO:0005634; GO:0046872 (44)
OG0000166,-1.8836253346379,-2.96633282747023,37,96,843,944,418,Chitin-binding type-2 domain-containing protein,GO:0005576; GO:0008061 (217),GO:0005576; GO:0008061; GO:0016020 (32)
OG0000167,-1.8591883839543,-2.58557481016867,23,97,844,945,419,Motile sperm domain-containing protein 2-like protein,GO:0016020 (260),NA
OG0000168,3.50693398104356,1.39362796697862,9,13,845,946,420,None,None,NA
OG0000169,-6.15940601243331,-9.14736596193068,15,98,846,947,421,Protein kinase, putative,GO:0000287; GO:0004674; GO:0004698; GO:0005524; GO:0005654; GO:0005737; GO:0018105 (132),GO:0004672; GO:0005524; GO:0006468 (77)
OG0000170,6.68701141462968,0.871105040648058,26,39,847,948,422,Carboxylic ester hydrolase,GO:0003990; GO:0005615; GO:0005886; GO:0006581; GO:0019695 (223),GO:0003990; GO:0042135 (34)
OG0000171,-5.54863817109419,-1.65946326102965,3,99,848,949,423,Peptidyl-prolyl cis-trans isomerase (PPIase),GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0043231 (120),GO:0000413; GO:0003755; GO:0006457 (64)
OG0000172,3.50424855337785,0.831420029738024,20,100,849,950,424,None,None,NA
OG0000173,5.09686892615007,0.0578900233293327,20,12,850,951,425,DDE Tnp4 domain-containing protein,None,NA
OG0000174,4.76378195868181,-1.60253242101423,40,101,851,952,426,None,None,NA
OG0000175,0.696148329836592,0.0441778555894645,5,102,852,953,427,Multidrug resistance protein, putative,GO:0005524; GO:0016020; GO:0016887; GO:0140359 (80),GO:0005524; GO:0016020; GO:0016787; GO:0042626; GO:0055085; GO:0140359 (47)
OG0000176,6.06988065825151,-2.08778499510042,1,49,853,954,428,C4b-binding protein beta chain, putative,GO:0030246 (76),GO:0005576; GO:0030414 (67)
OG0000177,-3.41564351929976,1.70722707662828,9,103,854,955,429,Pancreatic lipase-related protein 2-like protein,GO:0005576; GO:0016298 (248),GO:0005576; GO:0006629; GO:0016298 (2)
