X1,X2,leiden_cluster_id,walktrap6_cluster_id,infomap_cluster_id,walktrap4_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0000101,2.89921047381246,2.47454276567711,8,61,46,177,1446,Epithelial chloride channel protein-like protein,GO:0016020 (190),GO:0005576; GO:0016298 (152)
OG0000102,4.37443335942114,-4.64021179193244,5,180,36,231,1447,Cathepsin L,GO:0006508; GO:0008234 (321),GO:0004197; GO:0005615; GO:0006955; GO:0008656; GO:0010952; GO:0051603; GO:2001235 (18)
OG0000103,4.29911693028295,-4.15835020059333,5,89,47,277,1448,Retinal dehydrogenase 1-like,GO:0016620 (225),GO:0006730; GO:0009058; GO:0009258; GO:0016155; GO:0016620; GO:0016742 (88)
OG0000104,-1.43477884837305,8.08828428274407,9,4,20,1,504,RNA-directed DNA polymerase,GO:0003676; GO:0015074 (335),NA
OG0000105,0.16294010571325,4.77751973158135,1,8,48,47,1449,CCHC-type domain-containing protein,GO:0003676; GO:0004190; GO:0006508; GO:0008270 (279),GO:0003676; GO:0008270 (55)
OG0000106,-3.87114445277369,-1.83330890649543,16,9,15,20,1450,RNA helicase,GO:0004386; GO:0005524; GO:0016787 (72),GO:0003676; GO:0004386; GO:0005524; GO:0016787 (68)
OG0000107,-0.677353540145515,3.62729695326104,1,8,49,90,1451,Fatty acyl-CoA reductase,GO:0005777; GO:0035336; GO:0080019; GO:0102965 (130),GO:0080019; GO:0102965; GO:1901568 (79)
OG0000108,2.82449330977285,-1.58804080003486,2,57,18,254,1452,Cdc42 protein, putative,GO:0003006; GO:0003924; GO:0005525; GO:0007264; GO:0022412; GO:0035006; GO:0035099 (149),GO:0003006; GO:0003924; GO:0004767; GO:0005525; GO:0005886; GO:0007015; GO:0007165; GO:0007264; GO:0019901; GO:0022412; GO:0035006; GO:0035099 (68)
OG0000109,1.77680822304571,5.19651105886712,1,143,50,91,1453,None,None,NA
OG0000110,2.19359107903326,-1.91154238694892,6,10,51,25,1454,Kelch-like protein diablo,GO:0003779; GO:0016567 (285),GO:0003779 (42)
OG0000111,0.19172223500097,-2.41586968415962,10,7,52,49,1455,Fibroleukin-like,None,NA
OG0000112,-0.942413726531623,0.880623428881308,4,90,53,167,1456,HMG box domain-containing protein,GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0009653; GO:0030154; GO:0032440 (128),GO:0003677; GO:0005634 (114)
OG0000113,-3.71384684153712,3.80986359602227,17,16,54,105,1457,Lipase, putative,GO:0004806; GO:0005615; GO:0016042; GO:0016298 (133),GO:0005576; GO:0006629; GO:0016298; GO:0046872; GO:0052689 (50)
OG0000114,11.3044637053379,-3.05175563806282,7,90,5,167,1458,MADF domain-containing protein,GO:0003677; GO:0005634; GO:0005667; GO:0006351; GO:0006357 (281),GO:0003677; GO:0005634; GO:0006351; GO:0006355 (40)
OG0000115,3.43125443748319,-2.48716184610115,2,57,3,2,1459,C2H2-type domain-containing protein,GO:0000978; GO:0000981; GO:0006357 (320),NA
OG0000116,4.31647082260931,-5.18429777139411,5,81,36,31,1460,Fatty acid desaturase domain-containing protein,GO:0006633; GO:0016020; GO:0016717; GO:0046872 (136),GO:0004768; GO:0005506; GO:0005789; GO:0006636 (104)
OG0000117,1.83868559292638,-0.351213068902353,6,89,55,572,1461,Scavenger receptor class B type I, putative,GO:0016020 (294),GO:0005044; GO:0005737; GO:0016020 (14)
OG0000118,-1.47430674143946,-2.4167244147657,4,85,56,516,1462,ABC transporter domain-containing protein,GO:0005524; GO:0016887; GO:0043190; GO:0140359 (100),GO:0043190; GO:0140359 (75)
OG0000119,1.44028600148046,4.96084812170281,1,8,50,44,1463,RNA helicase,GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0016787; GO:1990904 (165),GO:0003676; GO:0003724; GO:0005524; GO:0016787; GO:0043229 (59)
OG0000121,-3.10470835276758,-2.59049508088813,5,102,57,347,1464,Large neutral amino acids transporter small subunit 2-like protein,GO:0016020; GO:0022857 (310),NA
OG0000122,2.58283739379728,-0.674083919465403,2,29,58,222,1465,G-protein coupled receptors family 2 profile 2 domain-containing protein,GO:0004930; GO:0007166; GO:0016020 (300),GO:0004930; GO:0005886; GO:0005921; GO:0006811; GO:0007166 (6)
OG0000123,-7.54269663401758,-1.40058490747199,18,170,59,54,209,None,None,NA
OG0000124,2.7817752867111,-0.67368397229896,2,29,39,12,1466,Flavin-containing monooxygenase,GO:0004497; GO:0004499; GO:0005789; GO:0006629; GO:0016174; GO:0047822; GO:0050660; GO:0050661 (124),GO:0004499; GO:0005789; GO:0006629; GO:0050660; GO:0050661 (50)
OG0000125,-6.64526526042139,-9.94739648812995,19,278,60,20,92,ATP-dependent DNA helicase,GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016787 (252),GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016887 (56)
OG0000126,1.53986318997228,-2.04028770440803,6,59,61,343,1467,Transmembrane protein 188,GO:0005737; GO:0006629; GO:0031965; GO:0035307; GO:0071595 (180),GO:0006631; GO:0016491; GO:0031956 (126)
OG0000127,1.51948018959844,-0.0823151778577367,2,197,62,228,1468,Long chain fatty acid CoA ligase, putative,GO:0001676; GO:0005783; GO:0005811; GO:0005886; GO:0030182; GO:0035336; GO:0090433 (182),GO:0016020; GO:0016874 (112)
OG0000128,0.542968353546502,1.16787024474158,6,9,63,20,1469,Translation initiation factor 2C-like,GO:0003743; GO:0061980 (259),GO:0008270; GO:0061980 (31)
OG0000129,2.59639074496114,2.03755310064568,8,88,46,177,1470,RNA-dependent RNA polymerase,GO:0003723; GO:0003968; GO:0030422; GO:0031380 (243),GO:0003723; GO:0003968; GO:0031047 (58)
OG0000130,4.30269142083013,2.09771433359398,8,61,64,95,1471,Aminopeptidase,GO:0004177; GO:0006508; GO:0008237; GO:0008270 (127),GO:0004177; GO:0006508; GO:0008237; GO:0008270; GO:0016020 (55)
OG0000131,5.05266912869299,-1.85999462121711,6,286,14,573,1472,adenylate cyclase,GO:0009190; GO:0009975; GO:0016020; GO:0016849; GO:0035556 (75),GO:0004016; GO:0005524; GO:0009190; GO:0016020; GO:0035556; GO:0046872 (74)
OG0000132,2.6739603190788,-0.104023547112803,2,46,65,126,1473,Major facilitator superfamily (MFS) profile domain-containing protein,GO:0016020; GO:0022857 (153),GO:0016020 (138)
OG0000133,3.48725109390104,2.58064272886529,8,61,66,20,1474,Secreted protein,None,NA
OG0000134,1.83297880581701,-2.37515780442939,6,89,67,25,1475,BTB domain-containing protein,None,NA
OG0000135,-4.66763321467554,-1.79714509958015,20,9,68,50,1476,Chitin-binding type-2 domain-containing protein,GO:0005975 (99),GO:0005576; GO:0005975; GO:0008061; GO:0016810 (81)
OG0000136,-0.839898744308112,-3.1676141929029,10,82,69,18,1477,AAA+ ATPase domain-containing protein,GO:0000502; GO:0005524; GO:0005737; GO:0016887; GO:0030163; GO:0036402 (148),GO:0000502; GO:0005524; GO:0005737; GO:0006508; GO:0008233; GO:0016887; GO:0030163; GO:0036402 (133)
OG0000137,4.18274243763769,-0.392118663728098,2,57,3,574,1478,Degenerin del-1-like,GO:0005272; GO:0016020 (262),GO:0016020 (28)
OG0000138,11.103117307938,-3.12136384958015,3,196,70,341,1479,Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporter, putative (Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporter, putative (Fragment)),GO:0015137; GO:0015141; GO:0015746; GO:0016020 (161),GO:0016020; GO:1901702 (125)
OG0000139,2.34028508356893,4.21683671957268,7,8,71,44,1480,Low-density lipoprotein receptor, putative,GO:0004222; GO:0004252; GO:0016020 (256),GO:0016020; GO:0046872 (17)
OG0000140,-1.08722940989649,1.13016822075858,21,90,53,167,1481,G-protein coupled receptors family 3 profile domain-containing protein,GO:0004930; GO:0005886 (233),GO:0001640; GO:0007216; GO:0051966; GO:0098839; GO:0099530; GO:0099583 (44)
OG0000141,-1.99398199626124,-0.136639566361765,4,9,35,297,1482,Lachesin-like protein,GO:0016020 (282),NA
OG0000142,0.152096351898553,4.10747483259453,1,78,22,185,1483,Fatty-acid amide hydrolase 2-like protein,GO:0016787 (272),GO:0016740 (9)
OG0000143,-6.57239786692774,13.0287549782397,22,62,72,10,795,None,None,NA
OG0000144,2.47221567324484,2.87279167658104,8,58,73,223,1484,Beta-galactosidase,GO:0004565; GO:0005764; GO:0005975 (134),GO:0004565; GO:0005764; GO:0005773; GO:0005975 (68)
OG0000145,4.06079479149664,-5.20413467401252,5,81,36,31,1485,Metalloendopeptidase,GO:0004222; GO:0006508; GO:0008270 (267),GO:0004222; GO:0006508 (5)
OG0000146,11.3425858824619,-3.74134418481574,3,93,8,97,1486,Ig-like domain-containing protein,GO:0032589; GO:0050808 (242),GO:0016020 (30)
OG0000147,3.56052579573476,-1.15490958207832,2,57,2,70,1487,T-box domain-containing protein,GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0045893 (147),GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0006357; GO:0045893 (77)
OG0000148,2.59859656385267,2.34411778932824,8,58,74,20,1488,Transporter, putative,GO:0005886; GO:0016020; GO:0022857; GO:0032440; GO:0051119; GO:0055085 (105),GO:0005886; GO:0016020; GO:0022857; GO:0051119; GO:0055085 (93)
OG0000149,2.89931975892866,2.97404351717248,8,61,1,423,1489,5' nucleotidase, putative,GO:0000166; GO:0005886; GO:0006196; GO:0008253; GO:0046872; GO:0106411 (212),GO:0000166; GO:0008252; GO:0009166; GO:0016020; GO:0046872 (22)
OG0000150,3.81501480034673,1.82794758564248,8,61,75,95,1490,P-type domain-containing protein,GO:0005975; GO:0016020; GO:0030246; GO:0090599 (249),GO:0004553; GO:0005975 (18)
OG0000151,1.30273230961645,2.3211233902575,15,8,76,20,1491,EamA domain-containing protein,GO:0016020 (272),GO:0005886; GO:0005921; GO:0006811 (1)
OG0000152,2.52547012857282,-2.87434145921455,6,28,77,360,1492,Choline/carnitine acyltransferase domain-containing protein,GO:0006635; GO:0016746 (152),GO:0004102; GO:0005737; GO:0007274; GO:0008292; GO:0043005; GO:0045202 (44)
OG0000153,-1.37968269892847,7.84603527075066,9,4,20,308,295,None,None,NA
OG0000154,4.20829554489935,-4.66676256173835,5,81,18,239,1493,Paired box protein pax2.1, putative,GO:0003677; GO:0005634; GO:0006355 (138),GO:0000981; GO:0003677; GO:0005634; GO:0048856 (105)
OG0000155,3.10081116697872,0.88630434757485,2,27,7,405,1494,Peptidase inhibitor 15,GO:0005576 (271),NA
OG0000157,-1.59845987864649,8.04990890508904,9,4,20,308,1495,None,None,NA
OG0000158,-1.55279556819117,1.01554873472466,21,90,15,2,1496,Latrophilin Cirl,GO:0004930; GO:0007166; GO:0016020; GO:0030246 (134),GO:0004930; GO:0007166; GO:0007189; GO:0016020 (84)
OG0000159,4.1988133995899,-0.113214344918589,2,27,7,101,1497,Cuticular protein, putative,GO:0005576; GO:0008061; GO:0016020 (217),GO:0005576; GO:0008061 (49)
OG0000160,-1.64337603160059,0.601247249901434,10,32,78,62,1498,Cell death protein 3-like protein,GO:0004197; GO:0006508; GO:0019222; GO:0043067 (113),GO:0005737; GO:0006508; GO:0019222; GO:0042981; GO:0097194; GO:0097200 (65)
OG0000161,2.08198257378423,4.37210562711968,7,18,27,44,846,Putative nuclease HARBI1 (Harbinger transposase-derived nuclease),GO:0005634; GO:0005737; GO:0016787; GO:0046872 (256),GO:0046872 (7)
OG0000163,4.02270968846166,-5.38223335260139,5,81,36,463,1499,Chitin-binding type-2 domain-containing protein,GO:0005576; GO:0008061 (262),NA
OG0000164,0.198641380585076,-0.0883123587964574,21,90,15,78,1500,Protein Wnt,GO:0005102; GO:0005576; GO:0016055; GO:0048699 (166),GO:0005109; GO:0005125; GO:0005615; GO:0030182; GO:0045165; GO:0060070 (69)
OG0000165,-0.205338636123298,1.14524564033761,3,90,14,78,1501,LIM zinc-binding domain-containing protein,GO:0046872 (118),GO:0000981; GO:0003677; GO:0005634; GO:0046872 (44)
OG0000166,3.9815874903568,-5.09401485437141,5,81,79,31,1502,Chitin-binding type-2 domain-containing protein,GO:0005576; GO:0008061 (217),GO:0005576; GO:0008061; GO:0016020 (32)
OG0000167,5.37013896397436,-0.841447801530222,15,102,80,92,1503,Motile sperm domain-containing protein 2-like protein,GO:0016020 (260),NA
OG0000168,2.53033690742338,3.42632749563469,7,8,1,265,1504,None,None,NA
OG0000169,1.33662517956579,1.02688585481062,2,102,81,34,1505,Protein kinase, putative,GO:0000287; GO:0004674; GO:0004698; GO:0005524; GO:0005654; GO:0005737; GO:0018105 (132),GO:0004672; GO:0005524; GO:0006468 (77)
OG0000170,2.5959773569473,3.17805936819329,2,8,1,230,1506,Carboxylic ester hydrolase,GO:0003990; GO:0005615; GO:0005886; GO:0006581; GO:0019695 (223),GO:0003990; GO:0042135 (34)
OG0000171,3.12434381834352,-1.80600687974677,3,93,82,33,1507,Peptidyl-prolyl cis-trans isomerase (PPIase),GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0043231 (120),GO:0000413; GO:0003755; GO:0006457 (64)
OG0000172,1.56701727799261,4.16956356054558,2,1,24,575,1508,None,None,NA
OG0000173,2.11079647234762,4.36310961729302,7,18,27,399,1509,DDE Tnp4 domain-containing protein,None,NA
OG0000174,7.21901973179662,-9.81283494943366,7,9,83,20,1347,None,None,NA
OG0000175,2.91223682305896,-1.4296934317945,6,89,84,243,1510,Multidrug resistance protein, putative,GO:0005524; GO:0016020; GO:0016887; GO:0140359 (80),GO:0005524; GO:0016020; GO:0016787; GO:0042626; GO:0055085; GO:0140359 (47)
OG0000176,0.183441957748772,3.95360854154839,1,55,85,63,1511,C4b-binding protein beta chain, putative,GO:0030246 (76),GO:0005576; GO:0030414 (67)
